1	4	0	27.5	-77.45	-39.25	236.06	1	300
2	4	1	27.5	-77.45	0	236.06	1	300
3	4	2	27.5	-77.45	39.25	236.06	1	300
4	4	3	27.5	-106.052	-19.625	236.06	2	300
5	4	4	27.5	-106.052	19.625	236.06	2	300
6	4	5	27.5	-134.655	0	236.06	3	300
7	4	6	27.5	77.45	-39.25	236.06	1	300
8	4	7	27.5	77.45	0	236.06	1	300
9	4	8	27.5	77.45	39.25	236.06	1	300
10	4	9	27.5	106.053	-19.625	236.06	2	300
11	4	10	27.5	106.053	19.625	236.06	2	300
12	4	11	27.5	134.655	0	236.06	3	300
13	4	16	27.5	-77.45	-39.25	-236.06	1	300
14	4	17	27.5	-77.45	0	-236.06	1	300
15	4	18	27.5	-77.45	39.25	-236.06	1	300
16	4	19	27.5	-106.052	-19.625	-236.06	2	300
17	4	20	27.5	-106.052	19.625	-236.06	2	300
18	4	21	27.5	-134.655	0	-236.06	3	300
19	4	22	27.5	77.45	-39.25	-236.06	1	300
20	4	23	27.5	77.45	0	-236.06	1	300
21	4	12	27.5	77.45	39.25	-236.06	1	300
22	4	13	27.5	106.053	-19.625	-236.06	2	300
23	4	14	27.5	106.053	19.625	-236.06	2	300
24	4	15	27.5	134.655	0	-236.06	3	300
25	4	32	27.5	-118.3	77.45	0	3	600
26	4	33	27.5	-69.7	77.45	0	1	600
27	4	34	27.5	-34.85	77.45	0	1	600
28	4	35	27.5	0	77.45	0	1	600
29	4	36	27.5	34.85	77.45	0	1	600
30	4	37	27.5	69.7	77.45	0	1	600
31	4	24	27.5	118.3	77.45	0	3	600
32	4	25	27.5	-97.2	116.7	0	3	600
33	4	26	27.5	-60.362	112.3	0	2	600
34	4	27	27.5	-17.425	107.631	0	2	600
35	4	28	27.5	17.425	107.631	0	2	600
36	4	29	27.5	60.362	112.3	0	2	600
37	4	30	27.5	97.2	116.7	0	3	600
38	4	31	27.5	-73.928	151.378	0	3	600
39	4	48	27.5	-34.85	137.812	0	3	600
40	4	49	27.5	0	147.15	0	3	600
41	4	50	27.5	34.85	137.812	0	3	600
42	4	51	27.5	73.928	151.378	0	3	600
43	4	38	27.5	-27.0595	178.438	0	3	600
44	4	39	27.5	27.0595	178.438	0	3	600
45	4	40	27.5	-118.3	-77.45	0	3	600
46	4	41	27.5	-69.7	-77.45	0	1	600
47	4	42	27.5	-34.85	-77.45	0	1	600
48	4	43	27.5	0	-77.45	0	1	600
49	4	44	27.5	34.85	-77.45	0	1	600
50	4	45	27.5	69.7	-77.45	0	1	600
51	4	46	27.5	118.3	-77.45	0	3	600
52	4	47	27.5	-97.2	-116.7	0	3	600
53	4	52	27.5	-60.362	-112.3	0	2	600
54	4	53	27.5	-17.425	-107.631	0	2	600
55	4	54	27.5	17.425	-107.631	0	2	600
56	4	55	27.5	60.362	-112.3	0	2	600
57	4	56	27.5	97.2	-116.7	0	3	600
58	4	57	27.5	-73.928	-151.378	0	3	600
59	4	58	27.5	-34.85	-137.812	0	3	600
60	4	59	27.5	0	-147.15	0	3	600
61	4	60	27.5	34.85	-137.812	0	3	600
62	4	61	27.5	73.928	-151.378	0	3	600
63	4	62	27.5	-27.0595	-178.438	0	3	600
64	4	63	27.5	27.0595	-178.438	0	3	600
65	5	0	27.5	-215.5	77.45	0	5	609.6
66	5	1	27.5	-166.9	77.45	0	4	609.6
67	5	2	27.5	166.9	77.45	0	4	609.6
68	5	3	27.5	215.5	77.45	0	5	609.6
69	5	4	27.5	-301.012	214.133	0	7	609.6
70	5	5	27.5	-252.393	235.169	0	7	609.6
71	5	6	27.5	252.393	235.169	0	7	609.6
72	5	7	27.5	301.012	214.133	0	7	609.6
73	5	8	27.5	-215.5	-77.45	0	5	609.6
74	5	9	27.5	-166.9	-77.45	0	4	609.6
75	5	10	27.5	166.9	-77.45	0	4	609.6
76	5	11	27.5	215.5	-77.45	0	5	609.6
77	5	12	27.5	-301.012	-214.133	0	7	609.6
78	5	13	27.5	-252.393	-235.169	0	7	609.6
79	5	14	27.5	252.393	-235.169	0	7	609.6
80	5	15	27.5	301.012	-214.133	0	7	609.6
81	5	16	53	-139.932	142.007	0	4	609.6
82	5	17	53	-70.014	198.718	0	4	609.6
83	5	18	53	0	217.478	0	4	609.6
84	5	19	53	70.014	198.718	0	4	609.6
85	5	20	53	139.932	142.007	0	4	609.6
86	5	21	53	-214.903	127.3	0	5	609.6
87	5	22	53	-133.044	210.494	0	5	609.6
88	5	23	53	-48.6976	259.192	0	5	609.6
89	5	24	53	48.6976	259.192	0	5	609.6
90	5	25	53	133.044	210.494	0	5	609.6
91	5	26	53	214.903	127.3	0	5	609.6
92	5	27	53	-273.203	102.2	0	6	609.6
93	5	28	53	-263.894	172.91	0	6	609.6
94	5	29	53	-204.385	193.709	0	6	609.6
95	5	30	53	-118.139	282.073	0	6	609.6
96	5	32	53	0	313.728	0	6	609.6
97	5	33	53	118.139	282.073	0	6	609.6
98	5	34	53	204.385	193.709	0	6	609.6
99	5	35	53	263.894	172.91	0	6	609.6
100	5	36	53	273.203	102.2	0	6	609.6
101	5	37	53	-339.453	102.2	0	7	609.6
